1182	correct	Bill must have been using degrees Celsius if 28 is a warm temperature.	He was using degrees Celsius.
1127	incorrect	Seeing multiple colors would show that vinegar can separate the permanent ink.	It will get blue and it will get dark or light.
1381	correct	You have to pull up in this system.  In the single fixed pulley system, you get a directional advantage.	A mechanical advantage. A single fixed pulley gives you a directional advantage.
3881	correct	The loops begin at opposite sides of the print.	A has its loop on the left and right.
1642	correct	The water splashed because the fork was vibrating. Vibrations make sounds.	When the tuning fork is vibrating the would splash because when something is vibrating then something that is touching the tuning fork. So it would vibrate also.
74	incorrect	Diva needs to know how much gas pure sugar produced in order to decide whether the cookies are pure sugar. Diva needs to make a controlled experiment.	Because her dad said the cookies were pure sugar.
2459	incorrect	The circuit is not complete. The electrical pathway is broken.	Because there is a no battery for the motor to work.
2336	correct	If the key sticks, the key is iron; if the key does not stick the key is aluminum.	It will be made of iron if it sticks to a magnet.
3072	incorrect	A standard is used for comparison to determine how changing one variable changes the results.	Because you want to know what is the regular way and to compare the first way.
294	contradictory	The boat with 0 marbles is the standard in this experiment.	There is no standard.
698	incorrect	Use a standard unit of mass like grams.	I think they both did it wrong because we measured it and it was 150.
1105	correct	Seeing multiple colors would show that vinegar can separate the permanent ink.	By the color when is changing color.
224	incorrect	A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.	A. I think Julie is A because when first temperature. I did her first so I think she is A.
4910	incorrect	She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.	Because she walled know now the side where and how steep they are and elevation.
4062	incorrect	The crystals were square with Xs on the surface.	Because there were little shining things inside and I knew it was salt.
2534	contradictory	Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.	Minerals X has 2 of them in a paperclip and penny. And the Y, Z and the minerals Y is the hardest in it.
3314	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammy - Because if you know the sound that you hear it before.
4857	incorrect	When a paperclip sticks to a magnet, the paperclip turns into a temporary magnet, so the paperclip can stick to other paperclips and other things made of iron.	They could pick up paperclips because the magnetism went through the paperclips.
1502	incorrect	The motor will run.	The light bulb will light.
1543	correct	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	The long string is lower and the short string is louder.
983	incorrect	The brass ring would not stick to the nail because the ring is not iron. The nail is a temporary magnet, but brass cannot become a temporary magnet and thus does not stick to magnets.	No because brass does not stick to magnets.
1377	correct	You have to pull up in this system.  In the single fixed pulley system, you get a directional advantage.	This pulley system gives you a mechanical advantage the single fixed gives directional advantage.
1439	correct	Rub the minerals together and see which one scratches the other.	Scratch the minerals together.
1675	incorrect	If the motor runs, the object is a conductor.	If the object is a conductor it will do what it is suppose to do.
1607	incorrect	The tree blocks the light from the Sun.	Because the sun is up.
1533	correct	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	If the small one is high the big one is low that is what it is for the harp.
3032	contradictory	The cotyledon provides food for the plant to begin growing.	Gives you the fiber you need.
2357	incorrect	If the key sticks, the key is iron; if the key does not stick the key is aluminum.	By sticking the key to a magnet and try it out.
2107	incorrect	There is a complete circuit connecting the motor to the D-cell battery.	The switch is closer.
37	contradictory	Yes, they could both be correct. Solubility is not the same for all materials.	No not all mixtures and solutions come out correct he needs to let it sit or he should let or he should let I stir it.
4689	incorrect	The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.	Because if you just took 50 milliliters of water out of each, they would be equal. I got this one wrong.
4377	correct	The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.	If the string is longer it will go slower.
4458	incorrect	Measure out equal masses of walnuts and peanuts. Smash the samples uniformly in the same size area on brown paper. Wait the same time for each sample.	First you need 2 cups a little cube of a toy and a measurement and 3 brown paper with circular. And wait for 2 days.
3534	incorrect	The seed coat protects the seed until the plant begins to grow.	A hard outer covering to act protects the cotyledon.
4625	correct	C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.	C. Because it has more black in it that attracts the sun to make it hotter.
368	correct	The crystals have different shapes. Salt crystals are square with little Xs. The calcite crystals are shaped like needles (long and skinny).	The calcite crystals looked liked small white needles, the salt crystals were small white globs and squares with Xs and diamonds.
3299	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammy - Because plastic, metal, and wood are different materials. And Nathaniel's code would be harder.
1939	correct	If the middle bulb burns out the other 2 bulbs will stay lit.	Only the middle bulb will go out.
2765	correct	Like poles repel and opposite poles attract.	The magnets are not touching because they cannot attract to each other if they are north to north or south to south.
16	incorrect	Elena should include a separate shelter for each lizard.	She would have to know the food the lizards want.
2151	correct	A chemical reaction occurred. [The white solid is a precipitate (a new material) which indicates the reaction.]	It indicates that it turned into a solution and mixture that got mixed then produced chemical also.
2721	correct	So that people notice the sound.	So people can hear it and get out of the way. To make people get out of the way.
3365	incorrect	The embryo contains the tiny leaves and root of the plant.	The embryo is the root or stem.
136	contradictory	In the afternoon, shadows point east because the Sun is in the west. So the west side is opposite of the shadows.	When earth moves then the shadow will be in the west because by then the sun will be setting.
4519	incorrect	A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.	A. Because soil heats up faster.
4814	incorrect	The more blocks the truck carries, the less distance the truck travels in 10 seconds.	The more blocks Don added the slower the toy truck will go.
1286	incorrect	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	Let it evaporate.
1598	incorrect	The tree blocks the light from the Sun.	Because it either has the light on it or some kind of light on it.
1339	incorrect	The harder coin will scratch the other.	A paperclip is harder.
3845	correct	So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.	So you get correct measurements.
2524	correct	Topaz would be the hardest of the 4 minerals because none of the tools could scratch topaz and at least one tool could scratch each of the other minerals.	Topaz is harder than X, Y, and Z because Topaz cannot be scratched by a fingernail, a penny, or a paperclip so it is the hardest.
1048	incorrect	The marbles used by the 2 groups were probably different masses.	Maybe the balance was a little off.
4022	contradictory	As time increases, the speed of light stays the same (remains constant).	As time goes on the speed of light goes faster.
1017	incorrect	The sand particles are larger and settle first. The flour particles are smaller and therefore settle more slowly.	It separates because of the water.
2702	correct	So that people notice the sound.	So people would move if it was an emergency.
1545	incorrect	If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.	The siren makes it louder.
899	correct	When the string was shorter, the pitch was higher.	A bigger string makes a lower pitch and a little string would have a high pitch.
744	incorrect	In the morning the Sun is in the east so shadows point west. In the afternoon the Sun is in the west so shadows point east.	That happened because the earth moves which made the sun face the other way and made the sign face the other direction.
2653	correct	The mixtures are all clear.	When the solid disappears into the solvent.
1307	contradictory	Set up evaporation dishes. The water will go into the air (evaporate) and the solid will be left in the dish (crystallize).	Evaporate the solute. The water dissolves and the solute will turn into crystals.
3238	incorrect	Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.	Sammy - Because they are different things.
1388	contradictory	There is a complete circuit connecting the bulb to the D-cell battery.	It will happen because that is turning the switch off or opening the switch.
2925	incorrect	The mirror would complete the image of the object and make the object appear whole.	You would see another object in that object or other shapes.
1529	correct	The motor will run.	It will go on.
4582	correct	Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.	They are the same because once a solution is saturated it cannot go further.
3172	correct	During a flood there is more water in the creek and the water flows faster.	The water would flow much faster and rise above the marshes. During a normal day the water would not be moving very fast and if would not be over the marshes.
2952	incorrect	If gas (carbon dioxide) is produced, the food contains acid. If no gas is produced, the food does not contain acid.	Vitamin C or acid.
3200	contradictory	Yes. If both solutions are saturated (and at the same temperature), the solutions will both have the same concentration. Once a solution is saturated, the solution cannot get any more concentrated.	No, because the 100 milliliters of water is more concentrated because it has less solvent and 250 milliliters of water has more solvent.
1592	correct	The tree blocks the light from the Sun.	Because the sun is hitting at an object, and making a shadow.
1395	correct	There is a complete circuit connecting the bulb to the D-cell battery.	Because it makes a complete circuit.
2622	correct	The mixtures are all clear.	Because when you use a mixture and as it dissolve it is a solution.
848	contradictory	A solution is a mixture formed when a solid dissolves in a liquid.	A solution is separated but a mixture is a bunched up together.
4748	contradictory	When the string is tighter, the pitch will be higher.	The pitch will go low.
1102	correct	Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.	Yes. I know that black materials or plastic or just black will absorb the heat more and white reflects the heat or light back. Also black heats faster and more.
1090	correct	Yes. Black absorbs more heat (energy) than white. White reflects more heat (energy) than black. Therefore the black covered box will heat up faster than the white covered box.	Yes. The black box will heat up faster than the white because the black box is darker than the white box so the white box reflects the heat and the black box collects the heat.
4444	incorrect	Measure out equal masses of walnuts and peanuts. Smash the samples uniformly in the same size area on brown paper. Wait the same time for each sample.	Anna can compare the fat in the walnuts and peanuts by doing the fat test.
